,carat,cut,cut_ord,color,clarity,clarity_ord,Predicted Price,Regression Variables,,,
1857,0.27,Ideal,5,E,VS2,5,5332.01,,,,
1858,1.06,Ideal,5,F,I1,1,10162.28,,,,
1859,1.01,Premium,4,F,VS2,5,11399.53,,,,
1860,1.04,Premium,4,G,SI2,2,10289.92,,,,
1861,0.25,Premium,4,E,VVS2,6,5459.65,,,,
1862,0.3,Ideal,5,H,VS2,5,5584.4,,,,
1863,0.51,Premium,4,G,SI2,2,5831.03,,,,
1864,0.73,Ideal,5,I,VS1,4,8747.99,,,,
1865,0.44,Ideal,5,I,VS1,4,6308.22,,,,
1866,0.33,Very Good,3,I,SI1,3,4612.59,,,,
1867,0.7,Very Good,3,E,SI1,3,7725.4,,,,
1868,1,Good,2,H,VVS2,6,11453.2,,,,
1869,0.3,Ideal,5,G,VVS1,7,6492.4,,,,
1870,0.76,Premium,4,E,SI2,2,7934.28,,,,
1871,0.79,Ideal,5,F,SI1,3,8798.77,,,,
1872,0.76,Ideal,5,F,VS2,5,9454.38,,,,
1873,0.51,Ideal,5,F,VS1,4,6897.13,,,,
1874,0.53,Ideal,5,D,VS2,5,7519.39,,,,
1875,0.56,Fair,1,E,VVS2,6,7593.38,,,,
1876,0.31,Ideal,5,F,VVS1,7,6576.53,,,,
1877,0.41,Premium,4,E,VS1,4,5897.73,,,,
1878,0.54,Ideal,5,F,VS2,5,7603.52,,,,
1879,1,Very Good,3,G,SI1,3,10249.3,,,,
1880,1.01,Very Good,3,H,SI1,3,10333.43,,,,
1881,1.65,Ideal,5,G,VS1,4,16487.95,,,,
1882,0.24,Ideal,5,F,IF,8,6441.62,,,,
1883,0.33,Ideal,5,E,SI1,3,4928.79,,,,
1884,0.78,Ideal,5,F,VS2,5,9622.64,,,,
1885,1.01,Very Good,3,G,VS2,5,11241.43,,,,
1886,0.74,Very Good,3,E,SI2,2,7607.92,,,,
1887,0.51,Premium,4,D,VS1,4,6739.03,,,,
1888,2.01,Good,2,I,SI1,3,18588.33,,,,
1889,0.34,Ideal,5,G,SI1,3,5012.92,,,,
1890,1.23,Ideal,5,I,SI1,3,12500.49,,,,
1891,0.39,Ideal,5,F,VVS2,6,6795.57,,,,
1892,1.5,Very Good,3,H,VS1,4,14909.8,,,,
1893,0.31,Ideal,5,E,VVS1,7,6576.53,,,,
1894,0.34,Ideal,5,D,VS2,5,5920.92,,,,
1895,0.34,Ideal,5,G,IF,8,7282.92,,,,
1896,0.33,Ideal,5,G,VS1,4,5382.79,,,,
1897,0.3,Ideal,5,H,SI1,3,4676.4,,,,
1898,0.28,Ideal,5,D,VS2,5,5416.14,,,,
1899,0.35,Very Good,3,D,VS1,4,5234.85,,,,
1900,0.3,Ideal,5,F,IF,8,6946.4,,,,
1901,1.4,Ideal,5,J,SI1,3,13930.7,,,,
1902,0.35,Premium,4,E,SI1,3,4938.95,,,,
1903,0.42,Premium,4,G,SI1,3,5527.86,,,,
1904,1.75,Ideal,5,I,SI1,3,16875.25,,,,
1905,0.42,Ideal,5,E,SI2,2,5231.96,,,,
1906,1.26,Ideal,5,G,VS1,4,13206.88,,,,
1907,1.25,Ideal,5,J,VS1,4,13122.75,,,,
1908,1.01,Premium,4,E,SI1,3,10491.53,,,,
1909,0.23,Good,2,E,VVS1,7,5429.19,,,,
1910,1.15,Ideal,5,J,VS1,4,12281.45,,,,
1911,1.02,Premium,4,I,SI2,2,10121.66,,,,
1912,0.39,Ideal,5,H,IF,8,7703.57,,,,
1913,0.37,Premium,4,I,VVS1,7,6923.21,,,,
1914,0.9,Good,2,H,SI1,3,9249.9,,,,
1915,0.27,Very Good,3,G,VVS1,7,5923.81,,,,
1916,0.53,Premium,4,F,I1,1,5545.29,,,,
1917,0.57,Premium,4,G,VS1,4,7243.81,,,,
1918,0.76,Premium,4,H,SI1,3,8388.28,,,,
1919,1.02,Ideal,5,J,SI2,2,10279.76,,,,
1920,0.58,Premium,4,E,VS2,5,7781.94,,,,
1921,0.7,Good,2,D,SI2,2,7113.3,,,,
1922,0.32,Good,2,D,SI1,3,4370.36,,,,
1923,0.72,Very Good,3,E,VS2,5,8801.66,,,,
1924,0.73,Premium,4,E,VS2,5,9043.89,,,,
1925,1.02,Very Good,3,G,VS2,5,11325.56,,,,
1926,0.4,Very Good,3,D,VS2,5,6109.5,,,,
1927,0.31,Ideal,5,H,VS1,4,5214.53,,,,
1928,1.04,Ideal,5,G,VS2,5,11810.02,,,,
1929,0.71,Very Good,3,F,VS2,5,8717.53,,,,
1930,0.34,Premium,4,I,VVS1,7,6670.82,,,,
1931,0.3,Very Good,3,G,VVS1,7,6176.2,,,,
1932,0.71,Premium,4,D,VS2,5,8875.63,,,,
1933,2.28,Premium,4,H,SI2,2,20722.04,,,,
1934,0.72,Very Good,3,E,SI1,3,7893.66,,,,
1935,0.91,Good,2,E,VS2,5,10242.03,,,,
1936,0.5,Very Good,3,E,VS1,4,6496.8,,,,
1937,0.91,Premium,4,F,SI2,2,9196.23,,,,
1938,0.3,Ideal,5,E,VS2,5,5584.4,,,,
1939,0.41,Premium,4,E,SI2,2,4989.73,,,,
1940,0.71,Premium,4,I,VVS1,7,9783.63,,,,
1941,0.92,Good,2,E,SI1,3,9418.16,,,,
1942,0.3,Ideal,5,D,VS2,5,5584.4,,,,
1943,0.7,Premium,4,H,SI1,3,7883.5,,,,
1944,2.36,Premium,4,H,SI2,2,21395.08,,,,
1945,0.35,Ideal,5,I,IF,8,7367.05,,,,
1946,0.7,Ideal,5,E,VS1,4,8495.6,,,,
1947,0.81,Ideal,5,J,VS2,5,9875.03,,,,
1948,0.53,Ideal,5,G,SI2,2,6157.39,,,,
1949,1.07,Ideal,5,G,SI1,3,11154.41,,,,
1950,1.51,Very Good,3,J,VS1,4,14993.93,,,,
1951,0.31,Ideal,5,F,VS2,5,5668.53,,,,
1952,1.61,Premium,4,H,SI1,3,15539.33,,,,
1953,0.3,Good,2,G,VVS2,6,5564.1,,,,
1954,0.39,Ideal,5,D,VVS2,6,6795.57,,,,
1955,0.43,Ideal,5,E,VVS2,6,7132.09,,,,
1956,1.04,Premium,4,I,SI1,3,10743.92,,,,
1957,0.35,Ideal,5,E,VS2,5,6005.05,,,,
1958,1.02,Very Good,3,F,SI1,3,10417.56,,,,
1959,0.92,Ideal,5,G,VS2,5,10800.46,,,,
1960,0.9,Very Good,3,F,VS1,4,9862,,,,
1961,0.59,Very Good,3,D,SI1,3,6799.97,,,,
1962,1.09,Ideal,5,H,SI1,3,11322.67,,,,
1963,0.5,Ideal,5,E,VS2,5,7267,,,,
1964,0.81,Premium,4,H,SI2,2,8354.93,,,,
1965,0.54,Good,2,H,VS1,4,6675.22,,,,
1966,0.52,Ideal,5,D,VS2,5,7435.26,,,,
1967,0.92,Premium,4,F,SI2,2,9280.36,,,,
1968,2.12,Very Good,3,H,SI2,2,19217.86,,,,
1969,2.01,Good,2,I,SI2,2,18134.33,,,,
1970,1.2,Very Good,3,F,VVS2,6,13293.9,,,,
1971,1.18,Premium,4,G,SI2,2,11467.74,,,,
1972,0.61,Ideal,5,F,VS1,4,7738.43,,,,
1973,1.06,Very Good,3,F,VS2,5,11662.08,,,,
1974,0.42,Premium,4,H,VVS1,7,7343.86,,,,
1975,0.51,Premium,4,D,VS2,5,7193.03,,,,
1976,0.3,Ideal,5,E,VVS1,7,6492.4,,,,
1977,0.31,Ideal,5,E,VS2,5,5668.53,,,,
1978,1.11,Very Good,3,H,SI1,3,11174.73,,,,
1979,0.31,Premium,4,H,VVS2,6,5964.43,,,,
1980,0.72,Ideal,5,G,VS2,5,9117.86,,,,
1981,0.76,Very Good,3,I,SI1,3,8230.18,,,,
1982,0.35,Premium,4,F,VS2,5,5846.95,,,,
1983,0.8,Good,2,G,VS2,5,9316.6,,,,
1984,1.02,Premium,4,D,SI2,2,10121.66,,,,
1985,0.7,Ideal,5,F,SI1,3,8041.6,,,,
1986,1.13,Ideal,5,G,VS2,5,12567.19,,,,
1987,1.01,Fair,1,E,SI2,2,9563.23,,,,
1988,0.57,Very Good,3,D,SI1,3,6631.71,,,,
1989,2.01,Good,2,G,SI2,2,18134.33,,,,
1990,0.52,Ideal,5,G,SI2,2,6073.26,,,,
1991,1.51,Good,2,I,SI1,3,14381.83,,,,
1992,1.64,Ideal,5,G,VVS2,6,17311.82,,,,
1993,0.8,Fair,1,G,SI2,2,7796.5,,,,
1994,0.3,Good,2,D,VS2,5,5110.1,,,,
1995,0.43,Ideal,5,G,IF,8,8040.09,,,,
1996,0.32,Ideal,5,G,VS2,5,5752.66,,,,
1997,0.31,Ideal,5,E,VS1,4,5214.53,,,,
1998,2.16,Ideal,5,I,SI2,2,19870.58,,,,
1999,0.6,Ideal,5,G,VS2,5,8108.3,,,,
2000,1.25,Very Good,3,I,SI1,3,12352.55,,,,
2001,1.71,Premium,4,G,SI1,3,16380.63,,,,
2002,0.42,Ideal,5,F,VVS2,6,7047.96,,,,
2003,0.31,Good,2,F,SI1,3,4286.23,,,,
2004,0.9,Good,2,D,SI1,3,9249.9,,,,
2005,0.31,Good,2,F,VVS2,6,5648.23,,,,
2006,0.55,Very Good,3,E,VS2,5,7371.45,,,,
2007,1.32,Very Good,3,G,SI2,2,12487.46,,,,
2008,0.79,Ideal,5,F,SI2,2,8344.77,,,,
2009,0.4,Ideal,5,F,VS2,5,6425.7,,,,
2010,0.31,Ideal,5,G,VVS1,7,6576.53,,,,
2011,0.7,Very Good,3,F,SI1,3,7725.4,,,,
2012,0.9,Good,2,D,VS2,5,10157.9,,,,
2013,0.36,Premium,4,E,VS2,5,5931.08,,,,
2014,0.51,Very Good,3,E,VS2,5,7034.93,,,,
2015,0.34,Ideal,5,G,SI1,3,5012.92,,,,
2016,0.31,Very Good,3,G,SI1,3,4444.33,,,,
2017,0.41,Premium,4,F,VS2,5,6351.73,,,,
2018,1.73,Premium,4,H,SI1,3,16548.89,,,,
2019,0.31,Ideal,5,F,IF,8,7030.53,,,,
2020,0.28,Ideal,5,E,VVS2,6,5870.14,,,,
2021,0.32,Very Good,3,D,SI1,3,4528.46,,,,
2022,0.51,Very Good,3,G,VS2,5,7034.93,,,,
2023,1.21,Ideal,5,F,SI2,2,11878.23,,,,
2024,0.71,Very Good,3,D,VS2,5,8717.53,,,,
2025,0.9,Very Good,3,E,SI1,3,9408,,,,
2026,0.92,Premium,4,J,VS2,5,10642.36,,,,
2027,0.41,Ideal,5,E,VS2,5,6509.83,,,,
2028,1.11,Premium,4,G,SI2,2,10878.83,,,,
2029,0.58,Premium,4,E,VS2,5,7781.94,,,,
2030,0.25,Very Good,3,G,VS2,5,4847.55,,,,
2031,1,Good,2,E,SI2,2,9637.2,,,,
2032,1.01,Very Good,3,G,VS1,4,10787.43,,,,
2033,0.37,Very Good,3,D,VVS1,7,6765.11,,,,
2034,1.15,Ideal,5,G,VVS1,7,13643.45,,,,
2035,1.2,Ideal,5,G,VS1,4,12702.1,,,,
2036,1.5,Good,2,H,VS1,4,14751.7,,,,
2037,1.5,Ideal,5,H,VS1,4,15226,,,,
2038,0.84,Good,2,G,SI1,3,8745.12,,,,
2039,0.51,Premium,4,F,VVS2,6,7647.03,,,,
2040,1.54,Ideal,5,G,SI2,2,14654.52,,,,
2041,0.35,Good,2,E,VS1,4,5076.75,,,,
2042,1.01,Premium,4,G,VS2,5,11399.53,,,,
2043,1.11,Very Good,3,F,VVS1,7,12990.73,,,,
2044,1.16,Premium,4,G,VVS1,7,13569.48,,,,
2045,1.01,Fair,1,G,SI1,3,10017.23,,,,
2046,1.26,Ideal,5,J,SI1,3,12752.88,,,,
2047,1.03,Ideal,5,G,VVS1,7,12633.89,,,,
2048,0.53,Ideal,5,E,VS2,5,7519.39,,,,
2049,0.3,Ideal,5,D,VS1,4,5130.4,,,,
2050,1.06,Premium,4,G,SI2,2,10458.18,,,,
2051,1.22,Premium,4,H,VS1,4,12712.26,,,,
2052,0.39,Very Good,3,E,VS1,4,5571.37,,,,
2053,0.7,Very Good,3,F,VS2,5,8633.4,,,,
2054,1.5,Premium,4,E,SI1,3,14613.9,,,,
2055,0.72,Very Good,3,E,SI1,3,7893.66,,,,
2056,1.03,Ideal,5,G,SI1,3,10817.89,,,,
2057,0.31,Good,2,G,SI1,3,4286.23,,,,
2058,2.51,Very Good,3,I,SI2,2,22498.93,,,,
2059,2.63,Ideal,5,J,SI2,2,23824.69,,,,
2060,1.27,Ideal,5,G,VS2,5,13745.01,,,,
2061,0.81,Premium,4,D,SI1,3,8808.93,,,,
2062,0.9,Ideal,5,G,SI1,3,9724.2,,,,
2063,0.33,Ideal,5,E,VS2,5,5836.79,,,,
2064,1.61,Ideal,5,G,VS1,4,16151.43,,,,
2065,0.36,Ideal,5,F,VS2,5,6089.18,,,,
2066,1.3,Premium,4,D,SI1,3,12931.3,,,,
2067,0.9,Fair,1,H,VS2,5,9999.8,,,,
2068,1,Good,2,D,SI1,3,10091.2,,,,
2069,1.52,Very Good,3,D,SI2,2,14170.06,,,,
2070,0.55,Very Good,3,D,VS2,5,7371.45,,,,
2071,1,Very Good,3,I,VS1,4,10703.3,,,,
2072,0.34,Premium,4,I,VVS1,7,6670.82,,,,
2073,0.53,Very Good,3,F,VS2,5,7203.19,,,,
2074,0.7,Premium,4,F,SI1,3,7883.5,,,,
2075,1.18,Premium,4,I,VS1,4,12375.74,,,,
2076,0.42,Ideal,5,G,SI1,3,5685.96,,,,
2077,2.26,Ideal,5,I,SI2,2,20711.88,,,,
2078,0.42,Very Good,3,H,VS2,5,6277.76,,,,
2079,0.73,Ideal,5,I,VS1,4,8747.99,,,,
2080,0.31,Ideal,5,E,VS2,5,5668.53,,,,
2081,0.74,Ideal,5,F,VS1,4,8832.12,,,,
2082,1.31,Premium,4,J,SI1,3,13015.43,,,,
2083,1.01,Good,2,E,VS2,5,11083.33,,,,
2084,0.4,Premium,4,F,SI1,3,5359.6,,,,
2085,0.4,Very Good,3,E,VS2,5,6109.5,,,,
2086,1.52,Very Good,3,F,VS2,5,15532.06,,,,
2087,0.32,Premium,4,G,SI1,3,4686.56,,,,
2088,0.3,Ideal,5,E,SI1,3,4676.4,,,,
2089,0.61,Ideal,5,E,VS1,4,7738.43,,,,
2090,2,Very Good,3,J,SI1,3,18662.3,,,,
2091,0.51,Ideal,5,D,VS1,4,6897.13,,,,
2092,0.7,Ideal,5,F,SI1,3,8041.6,,,,
2093,0.91,Very Good,3,D,SI2,2,9038.13,,,,
2094,0.71,Very Good,3,G,VVS2,6,9171.53,,,,
2095,0.42,Ideal,5,D,VS2,5,6593.96,,,,
2096,1.56,Very Good,3,H,SI2,2,14506.58,,,,
2097,0.33,Ideal,5,E,VS2,5,5836.79,,,,
2098,0.54,Ideal,5,F,VS1,4,7149.52,,,,
2099,0.36,Ideal,5,E,SI1,3,5181.18,,,,
2100,1.21,Premium,4,H,VS1,4,12628.13,,,,
2101,0.27,Very Good,3,D,VS2,5,5015.81,,,,
2102,2.07,Premium,4,H,SI1,3,19409.31,,,,
2103,0.3,Very Good,3,I,VS2,5,5268.2,,,,
2104,0.31,Very Good,3,G,VVS1,7,6260.33,,,,
2105,1.51,Premium,4,E,SI1,3,14698.03,,,,
2106,0.41,Premium,4,D,SI2,2,4989.73,,,,
2107,0.43,Ideal,5,F,SI1,3,5770.09,,,,
2108,2.02,Premium,4,F,SI2,2,18534.66,,,,
2109,0.71,Very Good,3,I,VS1,4,8263.53,,,,
2110,0.25,Ideal,5,I,VS2,5,5163.75,,,,
2111,0.3,Ideal,5,G,VVS1,7,6492.4,,,,
2112,0.48,Premium,4,F,VS2,5,6940.64,,,,
2113,0.73,Ideal,5,G,VS2,5,9201.99,,,,
2114,0.35,Ideal,5,H,VVS1,7,6913.05,,,,
2115,0.73,Premium,4,E,SI2,2,7681.89,,,,
2116,0.72,Ideal,5,H,VVS2,6,9571.86,,,,
2117,0.6,Very Good,3,E,SI2,2,6430.1,,,,
2118,1.5,Very Good,3,E,SI2,2,14001.8,,,,
2119,0.31,Ideal,5,G,VVS1,7,6576.53,,,,
2120,1,Good,2,F,SI1,3,10091.2,,,,
2121,0.78,Good,2,F,VS1,4,8694.34,,,,
2122,1.76,Ideal,5,I,VS1,4,17413.38,,,,
2123,0.9,Premium,4,E,SI1,3,9566.1,,,,
2124,1,Good,2,D,VS2,5,10999.2,,,,
2125,0.7,Premium,4,G,SI1,3,7883.5,,,,
2126,0.41,Premium,4,G,VVS2,6,6805.73,,,,
2127,0.52,Ideal,5,D,VS1,4,6981.26,,,,
2128,0.64,Premium,4,D,SI2,2,6924.72,,,,
2129,0.91,Premium,4,E,SI1,3,9650.23,,,,
2130,0.51,Ideal,5,D,VS2,5,7351.13,,,,
2131,0.3,Good,2,E,VVS2,6,5564.1,,,,
2132,0.47,Good,2,F,VS1,4,6086.31,,,,
2133,0.71,Ideal,5,F,VVS1,7,9941.73,,,,
2134,0.31,Ideal,5,F,VVS2,6,6122.53,,,,
2135,0.3,Ideal,5,H,VVS2,6,6038.4,,,,
2136,1,Premium,4,H,SI1,3,10407.4,,,,
2137,0.33,Ideal,5,E,VS2,5,5836.79,,,,
2138,1.04,Premium,4,F,SI2,2,10289.92,,,,
2139,0.71,Very Good,3,E,VS2,5,8717.53,,,,
2140,1.05,Very Good,3,E,SI2,2,10215.95,,,,
2141,0.42,Ideal,5,H,VVS1,7,7501.96,,,,
2142,0.33,Very Good,3,H,IF,8,6882.59,,,,
2143,0.32,Premium,4,I,VS2,5,5594.56,,,,
2144,1.01,Good,2,I,SI2,2,9721.33,,,,
2145,0.5,Ideal,5,G,VVS1,7,8175,,,,
2146,0.3,Premium,4,E,VS1,4,4972.3,,,,
2147,0.53,Ideal,5,D,VS2,5,7519.39,,,,
2148,1.04,Ideal,5,F,SI1,3,10902.02,,,,
2149,0.7,Ideal,5,E,VS1,4,8495.6,,,,
2150,0.36,Premium,4,D,VS2,5,5931.08,,,,
2151,0.27,Ideal,5,E,VS2,5,5332.01,,,,
2152,0.39,Ideal,5,E,VS2,5,6341.57,,,,
2153,0.68,Ideal,5,E,VS1,4,8327.34,,,,
2154,0.7,Ideal,5,F,VS2,5,8949.6,,,,
2155,0.31,Ideal,5,F,IF,8,7030.53,,,,
2156,0.4,Ideal,5,F,VS1,4,5971.7,,,,
2157,0.43,Ideal,5,F,SI1,3,5770.09,,,,
2158,0.24,Very Good,3,F,VVS1,7,5671.42,,,,
2159,1,Premium,4,E,SI1,3,10407.4,,,,
2160,1.61,Premium,4,J,SI2,2,15085.33,,,,
2161,0.3,Very Good,3,J,VS1,4,4814.2,,,,
2162,1,Ideal,5,D,SI1,3,10565.5,,,,
2163,0.71,Premium,4,E,SI2,2,7513.63,,,,
2164,1.01,Ideal,5,H,SI1,3,10649.63,,,,
2165,1,Very Good,3,F,SI2,2,9795.3,,,,
2166,0.46,Very Good,3,D,VS2,5,6614.28,,,,
2167,0.92,Good,2,H,VS1,4,9872.16,,,,
2168,1.61,Premium,4,I,SI1,3,15539.33,,,,
2169,0.31,Very Good,3,I,VVS2,6,5806.33,,,,
2170,0.31,Ideal,5,D,VVS2,6,6122.53,,,,
2171,0.77,Ideal,5,H,VS2,5,9538.51,,,,
2172,1.2,Very Good,3,J,SI1,3,11931.9,,,,
2173,0.78,Ideal,5,G,SI1,3,8714.64,,,,
2174,0.4,Ideal,5,E,SI2,2,5063.7,,,,
2175,0.56,Ideal,5,G,VS1,4,7317.78,,,,
2176,0.31,Premium,4,H,IF,8,6872.43,,,,
2177,0.41,Ideal,5,H,VVS1,7,7417.83,,,,
2178,0.32,Premium,4,I,SI1,3,4686.56,,,,
2179,0.38,Ideal,5,E,VS1,4,5803.44,,,,
2180,0.3,Ideal,5,E,VS2,5,5584.4,,,,
2181,1.25,Ideal,5,I,VS2,5,13576.75,,,,
2182,1.79,Premium,4,I,VS1,4,17507.67,,,,
2183,0.43,Ideal,5,D,VS2,5,6678.09,,,,
2184,0.35,Ideal,5,E,VS2,5,6005.05,,,,
2185,0.31,Premium,4,E,IF,8,6872.43,,,,
2186,0.71,Premium,4,F,SI1,3,7967.63,,,,
2187,0.51,Fair,1,G,SI1,3,5810.73,,,,
2188,0.32,Ideal,5,D,VS2,5,5752.66,,,,
2189,0.53,Ideal,5,D,SI2,2,6157.39,,,,
2190,1,Very Good,3,E,SI2,2,9795.3,,,,
2191,0.7,Ideal,5,E,SI1,3,8041.6,,,,
2192,1.7,Very Good,3,H,SI2,2,15684.4,,,,
2193,1.17,Ideal,5,G,VS2,5,12903.71,,,,
2194,0.8,Very Good,3,H,VS2,5,9474.7,,,,
2195,0.38,Premium,4,F,SI1,3,5191.34,,,,
2196,0.3,Ideal,5,G,SI2,2,4222.4,,,,
2197,0.55,Ideal,5,E,SI1,3,6779.65,,,,
2198,0.7,Fair,1,H,VS1,4,7863.2,,,,
2199,0.31,Ideal,5,D,VS2,5,5668.53,,,,
2200,2.01,Very Good,3,H,I1,1,17838.43,,,,
2201,0.63,Ideal,5,J,SI2,2,6998.69,,,,
2202,0.7,Fair,1,F,VS1,4,7863.2,,,,
2203,1.59,Ideal,5,H,VS2,5,16437.17,,,,
2204,0.38,Ideal,5,F,SI1,3,5349.44,,,,
2205,0.5,Ideal,5,G,VVS2,6,7721,,,,
2206,1,Good,2,H,VS1,4,10545.2,,,,
2207,0.52,Ideal,5,D,SI1,3,6527.26,,,,
2208,0.31,Ideal,5,E,VS2,5,5668.53,,,,
2209,0.41,Premium,4,G,VS2,5,6351.73,,,,
2210,1.21,Premium,4,E,SI2,2,11720.13,,,,
2211,0.64,Premium,4,F,VS2,5,8286.72,,,,
2212,0.7,Very Good,3,F,VS2,5,8633.4,,,,
2213,0.31,Good,2,H,VS2,5,5194.23,,,,
2214,0.82,Ideal,5,H,VVS1,7,10867.16,,,,
2215,1.06,Ideal,5,E,SI2,2,10616.28,,,,
2216,0.54,Very Good,3,E,SI1,3,6379.32,,,,
2217,1.52,Very Good,3,F,SI2,2,14170.06,,,,
2218,1.5,Very Good,3,J,VVS2,6,15817.8,,,,
2219,0.59,Very Good,3,D,VS1,4,7253.97,,,,
2220,1.17,Very Good,3,H,SI1,3,11679.51,,,,
2221,0.8,Ideal,5,D,SI1,3,8882.9,,,,
2222,1.03,Premium,4,H,SI2,2,10205.79,,,,
2223,0.51,Ideal,5,G,VVS1,7,8259.13,,,,
2224,0.73,Ideal,5,G,SI2,2,7839.99,,,,
2225,0.51,Ideal,5,E,SI1,3,6443.13,,,,
2226,0.31,Premium,4,G,VS2,5,5510.43,,,,
2227,0.38,Very Good,3,I,VS1,4,5487.24,,,,
2228,1.52,Good,2,J,VS2,5,15373.96,,,,
2229,1.24,Premium,4,G,IF,8,14696.52,,,,
2230,1.02,Ideal,5,H,SI1,3,10733.76,,,,
2231,0.3,Ideal,5,I,VVS2,6,6038.4,,,,
2232,0.39,Premium,4,E,VS2,5,6183.47,,,,
2233,0.76,Good,2,D,VS2,5,8980.08,,,,
2234,0.52,Premium,4,F,VS2,5,7277.16,,,,
2235,1.02,Premium,4,E,VS2,5,11483.66,,,,
2236,0.4,Ideal,5,G,VS2,5,6425.7,,,,
2237,0.52,Ideal,5,D,VVS2,6,7889.26,,,,
2238,0.52,Very Good,3,D,VS2,5,7119.06,,,,
2239,0.63,Premium,4,F,SI1,3,7294.59,,,,
2240,0.32,Premium,4,E,VVS2,6,6048.56,,,,
2241,0.4,Premium,4,D,VVS2,6,6721.6,,,,
2242,0.74,Ideal,5,E,SI2,2,7924.12,,,,
2243,1.07,Ideal,5,H,SI2,2,10700.41,,,,
2244,3.01,Good,2,I,SI2,2,26547.33,,,,
2245,0.31,Premium,4,G,VVS2,6,5964.43,,,,
2246,0.54,Ideal,5,J,VVS1,7,8511.52,,,,
2247,0.7,Very Good,3,G,SI1,3,7725.4,,,,
2248,2.48,Premium,4,I,SI1,3,22858.64,,,,
2249,0.3,Ideal,5,H,VS2,5,5584.4,,,,
2250,0.9,Good,2,I,SI2,2,8795.9,,,,
2251,0.33,Premium,4,G,VVS1,7,6586.69,,,,
2252,1.3,Premium,4,G,VS2,5,13839.3,,,,
2253,1.14,Good,2,G,SI2,2,10815.02,,,,
2254,0.62,Ideal,5,H,VVS1,7,9184.56,,,,
2255,0.31,Premium,4,E,VS1,4,5056.43,,,,
2256,0.3,Ideal,5,G,IF,8,6946.4,,,,
2257,1.02,Ideal,5,E,SI1,3,10733.76,,,,
2258,0.53,Ideal,5,G,VS2,5,7519.39,,,,
2259,1.08,Premium,4,G,SI2,2,10626.44,,,,
2260,1.01,Premium,4,F,SI2,2,10037.53,,,,
2261,1.13,Fair,1,H,SI2,2,10572.79,,,,
2262,1.7,Ideal,5,F,VS2,5,17362.6,,,,
2263,0.42,Ideal,5,F,VS1,4,6139.96,,,,
2264,1.08,Ideal,5,E,VS1,4,11692.54,,,,
2265,0.77,Premium,4,J,VS2,5,9380.41,,,,
2266,1.11,Ideal,5,G,VS2,5,12398.93,,,,
2267,1.12,Ideal,5,E,SI2,2,11121.06,,,,
2268,1.2,Premium,4,H,VS1,4,12544,,,,
2269,1.02,Very Good,3,F,VS1,4,10871.56,,,,
2270,0.33,Ideal,5,G,VVS2,6,6290.79,,,,
2271,0.31,Very Good,3,G,VVS1,7,6260.33,,,,
2272,1.25,Premium,4,J,SI1,3,12510.65,,,,
2273,1.25,Premium,4,H,VS2,5,13418.65,,,,
2274,0.3,Ideal,5,E,VVS2,6,6038.4,,,,
2275,1.11,Ideal,5,G,VS2,5,12398.93,,,,
2276,0.61,Ideal,5,F,VS2,5,8192.43,,,,
2277,1.26,Very Good,3,G,SI1,3,12436.68,,,,
2278,0.32,Ideal,5,D,SI1,3,4844.66,,,,
2279,1.5,Premium,4,I,VS1,4,15067.9,,,,
2280,0.39,Ideal,5,F,SI1,3,5433.57,,,,
2281,1.73,Premium,4,H,SI2,2,16094.89,,,,
2282,1,Ideal,5,I,SI2,2,10111.5,,,,
2283,2.39,Very Good,3,J,VS1,4,22397.37,,,,
2284,1.52,Premium,4,H,SI1,3,14782.16,,,,
2285,0.33,Ideal,5,D,SI2,2,4474.79,,,,
2286,0.31,Ideal,5,I,VVS1,7,6576.53,,,,
2287,1.2,Very Good,3,F,SI1,3,11931.9,,,,
2288,0.36,Ideal,5,D,VVS2,6,6543.18,,,,
2289,0.31,Ideal,5,I,VS2,5,5668.53,,,,
2290,0.37,Ideal,5,E,VS2,5,6173.31,,,,
2291,2.59,Ideal,5,J,VS1,4,24396.17,,,,
2292,0.56,Ideal,5,E,VS2,5,7771.78,,,,
2293,1.01,Premium,4,F,SI1,3,10491.53,,,,
2294,0.71,Ideal,5,F,SI1,3,8125.73,,,,
2295,0.4,Very Good,3,G,SI2,2,4747.5,,,,
2296,1.02,Ideal,5,E,SI1,3,10733.76,,,,
2297,0.38,Very Good,3,H,SI2,2,4579.24,,,,
2298,1.01,Premium,4,G,SI2,2,10037.53,,,,
2299,0.84,Ideal,5,J,VS2,5,10127.42,,,,
2300,0.83,Premium,4,J,SI1,3,8977.19,,,,
2301,0.31,Premium,4,I,VVS2,6,5964.43,,,,
2302,2.01,Premium,4,J,SI2,2,18450.53,,,,
2303,0.43,Ideal,5,F,VVS1,7,7586.09,,,,
2304,0.34,Ideal,5,F,VS2,5,5920.92,,,,
2305,0.33,Ideal,5,E,VS1,4,5382.79,,,,
2306,1,Very Good,3,D,SI2,2,9795.3,,,,
2307,0.28,Ideal,5,G,SI1,3,4508.14,,,,
2308,0.4,Ideal,5,G,VVS2,6,6879.7,,,,
2309,1.08,Ideal,5,H,SI1,3,11238.54,,,,
2310,1.19,Fair,1,I,SI1,3,11531.57,,,,
2311,1.51,Very Good,3,F,VS1,4,14993.93,,,,
2312,0.91,Very Good,3,E,SI2,2,9038.13,,,,
